name,languages,colorDepth,deviceMemory,screenResolution,hardwareConcurrency,timezoneOffset,sessionStorage,localStorage,indexedDB,openDatabase,platform,touchSupport,fonts,pluginsSupport,chrome,cookiesEnabled
Stas,en,12,8,"[1024,768]",4,300,false,true,true,false,Linux,false,"[""Gotham""]",true,true,false
Stas,en,12,8,"[1024,768]",4,300,false,true,true,false,Linux,false,"[""Gotham""]",true,true,false
Stas,en,12,8,"[1024,768]",4,300,false,true,true,false,Linux,false,"[""Gotham""]",true,true,false
Alexandr,en,12,2,"[1152,648]",16,240,true,true,true,true,Win64,false,"[""Pluto Sans""]",false,false,true
Alexandr,en,12,2,"[1152,648]",16,240,true,true,true,true,Win64,false,"[""Pluto Sans""]",false,false,true
Alexandr,en,12,2,"[1152,648]",16,240,true,true,true,true,Win64,false,"[""Pluto Sans""]",false,false,true
Yulian,en,24,16,"[2560,1440]",8,420,true,false,true,false,Linux,false,"[""Centaur""]",true,false,true
Yulian,en,24,16,"[2560,1440]",8,420,true,false,true,false,Linux,false,"[""Centaur""]",true,false,true
Yulian,en,24,16,"[2560,1440]",8,420,true,false,true,false,Linux,false,"[""Centaur""]",true,false,true
Gleb,en,24,32,"[1152,648]",8,300,false,true,false,false,Mac,true,"[""Arial""]",true,false,true
Gleb,en,24,32,"[1152,648]",8,300,false,true,false,false,Mac,true,"[""Arial""]",true,false,true
Gleb,en,24,32,"[1152,648]",8,300,false,true,false,false,Mac,true,"[""Arial""]",true,false,true
Leon,ru,24,1,"[1600,900]",2,420,true,true,false,false,Win64,true,"[""Gotham""]",false,false,true
Leon,ru,24,1,"[1600,900]",2,420,true,true,false,false,Win64,true,"[""Gotham""]",false,false,true
Leon,ru,24,1,"[1600,900]",2,420,true,true,false,false,Win64,true,"[""Gotham""]",false,false,true
Nikita,en,24,32,"[1024,576]",4,720,true,false,false,false,Mac,false,"[""Georgia""]",false,false,true
Nikita,en,24,32,"[1024,576]",4,720,true,false,false,false,Mac,false,"[""Georgia""]",false,false,true
Nikita,en,24,32,"[1024,576]",4,720,true,false,false,false,Mac,false,"[""Georgia""]",false,false,true
Maksim,ru,24,16,"[1024,576]",4,360,false,true,true,false,Mac,false,"[""Georgia""]",false,true,true
Maksim,ru,24,16,"[1024,576]",4,360,false,true,true,false,Mac,false,"[""Georgia""]",false,true,true
Maksim,ru,24,16,"[1024,576]",4,360,false,true,true,false,Mac,false,"[""Georgia""]",false,true,true
Stefan,en,24,64,"[640,480]",8,540,false,false,true,true,Win32,true,"[""Comic Sans""]",true,false,true
Stefan,en,24,64,"[640,480]",8,540,false,false,true,true,Win32,true,"[""Comic Sans""]",true,false,true
Stefan,en,24,64,"[640,480]",8,540,false,false,true,true,Win32,true,"[""Comic Sans""]",true,false,true
Ilya,en,12,4,"[800,600]",12,720,false,false,false,true,Win32,false,"[""Futura""]",true,true,false
Ilya,en,12,4,"[800,600]",12,720,false,false,false,true,Win32,false,"[""Futura""]",true,true,false
Ilya,en,12,4,"[800,600]",12,720,false,false,false,true,Win32,false,"[""Futura""]",true,true,false
Stanislav,en,12,32,"[1400,1080]",12,300,false,true,false,false,Linux,true,"[""Museo""]",false,false,true
Stanislav,en,12,32,"[1400,1080]",12,300,false,true,false,false,Linux,true,"[""Museo""]",false,false,true
Stanislav,en,12,32,"[1400,1080]",12,300,false,true,false,false,Linux,true,"[""Museo""]",false,false,true
Mikhail,en,24,4,"[2560,1600]",2,720,true,true,true,true,Linux,false,"[""Gotham""]",true,false,false
Mikhail,en,24,4,"[2560,1600]",2,720,true,true,true,true,Linux,false,"[""Gotham""]",true,false,false
Mikhail,en,24,4,"[2560,1600]",2,720,true,true,true,true,Linux,false,"[""Gotham""]",true,false,false
Rodion,en,24,1,"[2560,1440]",8,420,false,false,true,true,Win32,false,"[""Arial""]",false,false,true
Rodion,en,24,1,"[2560,1440]",8,420,false,false,true,true,Win32,false,"[""Arial""]",false,false,true
Rodion,en,24,1,"[2560,1440]",8,420,false,false,true,true,Win32,false,"[""Arial""]",false,false,true
Theodore,en,24,16,"[1900,1200]",12,180,false,false,false,false,Mac,true,"[""Arial""]",false,true,false
Theodore,en,24,16,"[1900,1200]",12,180,false,false,false,false,Mac,true,"[""Arial""]",false,true,false
Theodore,en,24,16,"[1900,1200]",12,180,false,false,false,false,Mac,true,"[""Arial""]",false,true,false
Dietrich,en,8,4,"[1366,768]",16,120,false,false,true,false,Win32,false,"[""Calibri""]",false,true,false
Dietrich,en,8,4,"[1366,768]",16,120,false,false,true,false,Win32,false,"[""Calibri""]",false,true,false
Dietrich,en,8,4,"[1366,768]",16,120,false,false,true,false,Win32,false,"[""Calibri""]",false,true,false
Friederic,en,12,64,"[960,720]",1,180,true,false,false,true,Mac,false,"[""Gotham""]",false,false,true
Friederic,en,12,64,"[960,720]",1,180,true,false,false,true,Mac,false,"[""Gotham""]",false,false,true
Friederic,en,12,64,"[960,720]",1,180,true,false,false,true,Mac,false,"[""Gotham""]",false,false,true
Evgeniy,en,12,1,"[1280,800]",2,420,true,true,true,false,Win32,true,"[""Helvetica""]",true,false,false
Evgeniy,en,12,1,"[1280,800]",2,420,true,true,true,false,Win32,true,"[""Helvetica""]",true,false,false
Evgeniy,en,12,1,"[1280,800]",2,420,true,true,true,false,Win32,true,"[""Helvetica""]",true,false,false
